,id,name,first_air_date,overview,popularity,vote_average,vote_count
1414,97173,Behind Her Eyes,2021-02-17,A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.,95.246,7.384,452
1415,60637,Griselda Blanco: The Black Widow,2014-02-23,La Viuda Negra is a 2014 Spanish-language telenovela produced by RTI Producciones and Televisa for United States-based television network Univisión and for Colombia-based television network Caracol Television. It is an adaptation of the book La patrona de Pablo Escobar de José Guarnizo based on history from Griselda Blanco.,42.624,7.4,328
1416,8624,Eastbound & Down,2009-02-15,"Years after he turned his back on his hometown, a burned-out major league ballplayer returns to teach phys ed at his old middle school.",251.741,7.4,255
1417,2777,Oggy and the Cockroaches,1999-09-06,"Oggy, an anthropomorphic cat, would prefer to spend his days watching television and eating, but is continuously pestered by three roaches: Joey, Marky and Dee Dee. The cockroaches' slapstick mischief ranges from plundering Oggy's refrigerator to hijacking the train he just boarded. In many situations Oggy is also helped by Jack, who is more violent and short-tempered than him and is also annoyed by the cockroaches. Bob, a short-tempered bulldog, also appears in the show, and is Oggy's neighbor.",155.269,7.382,314
1418,103026,Undertaker: The Last Ride,2020-05-10,The anticipated WWE Network docuseries will look back on The Undertaker’s storied WWE career and place a focus on the ongoing challenges the wrestling legend appears to have with a career beginning to near it's end.,108.126,7.38,313
1419,101918,Valeria,2020-05-08,A writer in a creative and marital crisis finds refuge and support in her three best friends. Based on the novels by Elisabet Benavent.,29.803,7.378,218
1420,61387,NCIS: New Orleans,2014-09-23,"A drama about the local field office that investigates criminal cases affecting military personnel in The Big Easy, a city known for its music, entertainment and decadence.",619.076,7.4,395
1421,14658,Survivor,2000-05-31,"A reality show contest where sixteen or more castaways split between two or more “Tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “Immunity”, forcing the other tribe to attend “Tribal Council”, where they must vote off one of their players.",504.21,7.378,356
1422,133723,Harry Potter: Hogwarts Tournament of Houses,2021-11-28,Wizarding World fans put their Harry Potter knowledge to the test for the ultimate honor to be named House Cup champion.,32.203,7.375,276
1423,39279,Hart of Dixie,2011-09-26,"New Yorker Zoe Hart has it all figured out - after graduating top of her class from medical school, she'll follow in her father's footsteps and become a cardio-thoracic surgeon. But when her dreams fall apart, Zoe decides to work at a small practice in Bluebell, Alabama.",167.777,7.4,252
1424,81879,Mrs. Fletcher,2019-10-27,"A dual coming-of-age comedy exploring the impact of internet porn and social media, Mrs. Fletcher follows empty nest divorcée Eve Fletcher — as she reinvents her life to find the happiness and sexual fulfillment that’s eluded her, and her college freshman son Brendan.",126.774,7.374,266
1425,73411,Maniac,2018-09-21,"Two strangers are drawn to a mysterious pharmaceutical trial that will, they're assured, with no complications or side-effects whatsoever, solve all of their problems, permanently. Things do not go as planned.",106.139,7.374,727
1426,72339,HAPPY!,2017-12-06,"Corrupt ex-cop turned hitman Nick Sax's life is changed forever by a relentlessly positive, imaginary blue winged horse named Happy.",260.764,7.4,369
1427,42368,Lilyhammer,2012-01-25,"After Frank The Fixer Tagliano testifies against his Mafia boss in New York, he enters the Witness Protection Program and makes an unusual demand: he wants to be set up with a new life in the Norwegian small town of Lillehammer or as he calls it, Lilyhammer.",73.958,7.4,207
1428,84661,The Outsider,2020-01-12,"When an insidious supernatural force edges its way into a seemingly straightforward investigation into the gruesome murder of a young boy, it leads a seasoned cop and an unorthodox investigator to question everything they believe in.",118.18,7.371,1301
1429,62710,Blindspot,2015-09-21,"A vast international plot explodes when a beautiful Jane Doe is discovered naked in Times Square, completely covered in mysterious, intricate tattoos with no memory of who she is or how she got there. But there's one tattoo that is impossible to miss: the name of FBI agent Kurt Weller, emblazoned across her back. ""Jane,"" Agent Weller and the rest of the FBI quickly realize that each mark on her body is a crime to solve, leading them closer to the truth about her identity and the mysteries to be revealed.",645.233,7.37,2318
1430,13555,Roots,1977-01-23,"The epic tale of celebrated Pulitzer-prize winning author Alex Haley's ancestors as portrayed in the acclaimed twelve hour mini-series Roots, was first told in his 1976 bestseller Roots: The Saga of an American Family. The docu-drama covers a period of history that begins in mid-1700s Gambia, West Africa and concludes during post-Civil War United States, over 100 years later. This 1977 miniseries eventually won 9 Emmy awards, a Golden Globe award, and a Peabody award, and still stands as the most watched miniseries in U.S. history.",178.852,7.37,204
1431,2327,Dawson's Creek,1998-01-20,Dawson's Creek is an American teen drama that portrays the fictional lives of a close-knit group of teenagers through high school and college.,303.873,7.368,474
1432,93785,Barbarians,2020-10-23,"Three people's fates are interwoven in the Battle of the Teutoburg Forest in 9 A.D., during which Germanic warriors halt the spread of the Roman Empire.",51.926,7.367,547
1433,2355,Lilo & Stitch: The Series,2003-09-20,"This animated series chronicles the further adventures of renegade scientist Dr. Jumba Jookiba's beloved Experiment 626, who is now living happily as Lilo's alien buddy Stitch. Jumba’s remaining experiments have landed all over Hawaii in the form of dehydrated pods. Lilo and Stitch’s mission is to catch Stitch’s ""cousins"" before they fall into the clutches of the evil Dr. Jacques von Hamsterviel!",189.35,7.367,513
1434,1269,Spider-Man and His Amazing Friends,1981-09-12,"Spider-Man and His Amazing Friends is an American animated television series produced by Marvel Productions starring established Marvel Comics characters Spider-Man and Iceman and an original character, Firestar. As a trio called the Spider-Friends, they fought against various villains.",51.315,7.365,222
1435,1996,The Flintstones,1960-09-30,"The misadventures of two modern-day Stone Age families, the Flintstones and the Rubbles.",221.315,7.364,809
1436,84773,The Lord of the Rings: The Rings of Power,2022-09-01,"Beginning in a time of relative peace, we follow an ensemble cast of characters as they confront the re-emergence of evil to Middle-earth. From the darkest depths of the Misty Mountains, to the majestic forests of Lindon, to the breathtaking island kingdom of Númenor, to the furthest reaches of the map, these kingdoms and characters will carve out legacies that live on long after they are gone.",357.595,7.363,2330
1437,5148,Stargate Universe,2009-10-02,"The adventures of a present-day, multinational exploration team traveling on the Ancient spaceship Destiny many billions of light years distant from the Milky Way Galaxy. They evacuated there and are now trying to figure out a way to return to Earth, while simultaneously trying to explore and to survive in their unknown area of the universe.",253.256,7.362,625
1438,65294,A Series of Unfortunate Events,2017-01-13,"The orphaned Baudelaire children face trials, tribulations and the evil Count Olaf, all in their quest to uncover the secret of their parents' death.",406.035,7.4,802
1439,153519,Neymar: The Perfect Chaos,2022-01-25,"Beloved worldwide but also a lightning rod for criticism, Neymar shares the highs and lows of his personal life and brilliant football career.",24.08,7.36,253
1440,114503,Turner & Hooch,2021-07-21,A Deputy Marshal inherits an unruly dog who helps him solve crimes and investigate a family mystery.,124.485,7.36,230
1441,97861,Night on Earth,2020-01-29,"This nature series’ new technology lifts night’s veil to reveal the hidden lives of the world’s creatures, from lions on the hunt to bats on the wing.",26.779,7.4,203
1442,36994,Workaholics,2011-04-06,"The misadventures of three recent college dropouts, roommates, and co-workers at a telemarketing company and their drug dealer.",136.55,7.4,222
1443,81349,Devs,2020-03-05,"Young computer engineer Lily Chan investigates the secretive development division of her employer, a cutting-edge tech company based in San Francisco, which she believes is behind the murder of her boyfriend.",100.227,7.357,521
1444,64852,Trapped,2015-12-27,Icelandic crime drama featuring Chief of Police Andri.,39.446,7.4,210
1445,397,The Dukes of Hazzard,1979-01-26,"Cousins Bo and Luke Duke and their car ""General Lee"", assisted by Cousin Daisy and Uncle Jesse, have a running battle with the authorities of Hazzard County (Boss Hogg and Sheriff Coltrane), plus a string of ne'er-do-wells often backed by the scheming Hogg.",191.321,7.353,296
1446,43899,The Bible,2013-03-03,The story of God's creation of the Earth and the landmark events leading up to the Crucifixion of Jesus Christ.,48.122,7.352,903
1447,2458,CSI: NY,2004-09-22,"Follow the investigations of a team of NYPD forensic scientists and police officers identified as ""Crime Scene Investigators"".",1068.802,7.352,630
1448,85273,NOS4A2,2019-06-02,"A young Victoria ""Vic"" McQueen discovers she has the power to unlock portals that help her find lost objects. As she delves further into this hidden universe, she encounters many other ""inscape travelers"" - some benevolent, and some who have been corrupted by their power. When Vic encounters Charlie Manx, an immortal who stays that way by feeding off of the souls of children, she makes a sworn enemy of Manx.",314.087,7.351,350
1449,1420,New Girl,2011-09-20,"Jessica Day is an offbeat and adorable girl in her late 20s who, after a bad breakup, moves in with three single guys. Goofy, positive, vulnerable and honest to a fault, Jess has faith in people, even when she shouldn't. Although she's dorky and awkward, she's comfortable in her own skin. More prone to friendships with women, she's not used to hanging with the boys—especially at home.",648.948,7.4,1271
1450,57092,The White Queen,2013-06-16,"Set against the backdrop of the Wars of the Roses, the series is the story of the women caught up in the protracted conflict for the throne of England.",145.976,7.3,292
1451,84380,Better Than Us,2018-11-23,"Moscow in a not so distant future where human beings share their daily lives with robots. Georgy, a forensic who has a robot assistant, suddenly finds himself caught up in the first murder committed by a new kind of experimental humanoid.",32.582,7.348,338
1452,122066,The Dropout,2022-03-03,"The story of Elizabeth Holmes, the enigmatic Stanford dropout who founded medical testing start-up Theranos. Lauded as a Steve Jobs for the next tech generation and once worth billions of dollars, the myth crumbled when it was revealed that none of the tech actually worked, putting thousands of people's health in grave danger.",96.806,7.347,203
1453,2287,Batman,1966-01-12,"Wealthy entrepreneur Bruce Wayne and his ward Dick Grayson lead a double life: they are actually crime fighting duo Batman and Robin. A secret Batpole in the Wayne mansion leads to the Batcave, where Police Commissioner Gordon often calls with the latest emergency threatening Gotham City. Racing to the scene of the crime in the Batmobile, Batman and Robin must (with the help of their trusty Bat-utility-belt) thwart the efforts of a variety of master criminals, including The Riddler, The Joker, Catwoman, and The Penguin.",271.206,7.342,492
1454,2122,King of the Hill,1997-01-12,"Set in Texas, this animated series follows the life of propane salesman Hank Hill, who lives with his overly confident substitute Spanish teacher wife Peggy, wannabe comedian son Bobby, and naive niece Luanne. Hank has conservative views about God, family, and country, but his values and ethics are often challenged by the situations he, his family, and his beer-drinking neighbors/buddies find themselves in.",759.815,7.342,530
1455,76719,The Rain,2018-05-04,"After a brutal virus wipes out most of the population, two young siblings embark on a perilous search for safety. A Scandinavian thriller series.",66.276,7.3,1129
1456,100074,Biohackers,2020-08-20,Mia goes to medical school to get close to a professor she suspects had a hand in her past family tragedy and gets tangled in the world of biohacking.,17.703,7.34,321
1457,60556,Bitten,2014-01-11,"Elena Micheals thought she left the world of supernatural behind when she left Stonehaven behind 'for good this time' she thought. Until the night she got the mysterious call from her pack leader asking her to come back. So now she is heading back, leaving her life as a normal photographer in Toronto for the moment to re-enter the world of werewolves, rules about protect the pack and a man she has spent years trying to get out of her system. Oh and did she mention she was the only living female werewolf in existence?",64.58,7.34,235
1458,68878,La Doña,2016-11-29,"A story of revenge and ambition, seduction and betrayal; all told from the perspective of an offended and abused woman named Altagracia. Altagracia represents the hundreds of thousands of Mexican women who have been victims of the violence by faceless men who are protected by impunity. But Altagracia, transformed into a strong-willed, ruthless man-eater known as La Doña, will seek out each and every one of these men to bring them to justice.",91.294,7.338,615
1459,37664,The Secret Circle,2011-09-15,"After her mother dies in a fire, Cassie Blake moves in with her grandmother in the small town of Chance Harbor, Washington. As she gets to know her high school classmates, strange and frightening things begin to happen. They are all descended from powerful witches, and they've been waiting for Cassie to join them and complete a new generation of the Secret Circle. What they don't yet know is that darker powers are at play and that Cassie's mother's death might not have been an accident.",92.297,7.338,308
1460,98187,The Irregulars,2021-03-26,"In Victorian London, a gang of troubled street teens are manipulated into solving crimes for the sinister Doctor Watson and his mysterious business partner, the elusive Sherlock Holmes. As the crimes take on a horrifying supernatural edge and a dark power emerges, it'll be up to the Irregulars to come together to save not only London but the entire world.",30.124,7.336,296
1461,39272,Once Upon a Time,2011-10-23,"There is a town in Maine where every story book character you've ever known is trapped between two worlds, victims of a powerful curse. Only one knows the truth and only one can break the spell.

Emma Swan is a 28-year-old bail bonds collector who has been supporting herself since she was abandoned as a baby. Things change for her when her son Henry, whom she abandoned years ago, finds her and asks for her help explaining that she is from a different world where she is Snow White's missing daughter.",877.759,7.333,2018
1462,2593,Without a Trace,2002-09-26,The series follows the ventures of a Missing Persons Unit of the FBI in New York City.,511.289,7.333,236
1463,62688,Supergirl,2015-10-26,"Twenty-four-year-old Kara Zor-El, who was taken in by the Danvers family when she was 13 after being sent away from Krypton, must learn to embrace her powers after previously hiding them. The Danvers teach her to be careful with her powers, until she has to reveal them during an unexpected disaster, setting her on her journey of heroism.",1843.512,7.3,4034
1464,127635,Marvel's Spidey and His Amazing Friends,2021-08-06,"Follow Peter Parker, Gwen Stacy and Miles Morales and their adventures as the young heroes team up with Hulk, Ms. Marvel and Black Panther to defeat foes like Rhino, Doc Ock and Green Goblin and learn that teamwork is the best way to save the day.",565.118,7.3,225
1465,49011,Mom,2013-09-23,"Aan irreverent and outrageous take on true family love‐and dysfunction. Newly sober single mom Christy struggles to raise two children in a world full of temptations and pitfalls. Testing her sobriety is her formerly estranged mother, now back in Christy's life and eager to share passive-aggressive insights into her daughter's many mistakes.",1575.592,7.329,529
1466,113600,Equinox,2020-12-30,"Haunted by visions after her sister vanished with her classmates 21 years before, Astrid begins an investigation that uncovers the dark, eerie truth.",37.19,7.328,241
1467,62643,DC's Legends of Tomorrow,2016-01-21,"When heroes alone are not enough ... the world needs legends. Having seen the future, one he will desperately try to prevent from happening, time-traveling rogue Rip Hunter is tasked with assembling a disparate group of both heroes and villains to confront an unstoppable threat — one in which not only is the planet at stake, but all of time itself. Can this ragtag team defeat an immortal threat unlike anything they have ever known?",2508.594,7.324,2180
1468,133727,Acapulco,2021-10-08,"Twenty-something Máximo Gallardo's dreams comes true when he gets the job of a lifetime as a cabana boy at the hottest resort in Acapulco. He soon realizes the job is far more complicated than he ever imagined and in order to succeed, he must learn to navigate a demanding clientele, a mercurial mentor, and a complicated home life, without losing his way to shortcuts or temptations.",76.033,7.325,311
1469,62687,Limitless,2015-09-22,"Brian Finch's life takes an extraordinary turn when he uses NZT-48, a neuroenhancing drug whose mystery and chaos lead him to working for the FBI and a senator who is not what he seems.",131.87,7.321,758
1470,75663,Deadly Class,2019-01-16,"Follow a disillusioned teen recruited into a storied high school for assassins. Maintaining his moral code while surviving a ruthless curriculum, vicious social cliques, and his own adolescent uncertainties may prove fatal.",223.845,7.32,247
1471,103992,A Teacher,2020-11-10,"Claire Wilson, a young teacher at a suburban Texas high school, begins an affair with her student, Eric Walker. But their relationship accelerates faster than anticipated and the permanent damage becomes impossible to ignore.",144.929,7.319,313
1472,100010,Big Sky,2020-11-17,"Private detective Cassie Dewell partners with ex-cop Jenny Hoyt on a search for two sisters who have been kidnapped by a truck driver on a remote highway in Montana. When they discover that these are not the only girls who have disappeared in the area, they must race against the clock to stop the perpetrator before another woman is taken.",330.115,7.318,236
1473,120587,Haunted: Latin America,2021-03-31,"Real people's terrifying tales of the chilling, unexplained and paranormal come to life with dramatic reenactments in this reality series.",11.004,7.317,257
1474,95612,Home for Christmas,2019-12-05,"Tired of the constant comments on her relationship status, perpetually single Johanne starts a 24-day hunt for a boyfriend to bring home for Christmas.",40.176,7.317,210
1475,68799,Gilmore Girls: A Year in the Life,2016-11-25,"Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",180.349,7.3,314
1476,85949,Star Trek: Picard,2020-01-23,"Set twenty years after the events of Star Trek Nemesis, we follow the now-retired Admiral Picard into the next chapter of his life.",680.546,7.315,1575
1477,46157,The Carrie Diaries,2013-01-14,"Before she was a fashion icon, before her column in the New York Star, before Mr. Big, Carrie Bradshaw was an innocent 16-year-old girl living in suburban Connecticut.",39.101,7.3,205
1478,4575,Lizzie McGuire,2001-01-12,"Lizzie McGuire is all about the ordinary and not-so-ordinary adventures of a junior high student and her two best friends as they try to deal with the ups and downs of school, popularity, boys, parents, a bratty little brother--just life in general. And if Lizzie leaves anything unsaid, you can bet that her cartoon alter ego will say it for her!",158.005,7.314,299
1479,93287,The Flight Attendant,2020-11-26,"Flight attendant Cassandra Bowden wakes in her hotel room hungover from the night before in Dubai with a dead body lying next to her. Afraid to call the police, she continues her morning as if nothing happened. In New York, she is met by FBI agents who question her about her recent layover in Bangkok. Still unable to piece the night together, she begins to wonder if she could be the killer.",346.526,7.31,481
1480,66871,SIX,2017-01-18,Action drama series inspired by the real missions of Navy SEAL Team Six.,184.932,7.3,477
1481,32868,Nikita,2010-09-09,"Nikita will stop at nothing to expose and destroy Division, the secret U.S. agency who trained her as a spy and assassin.",282.865,7.3,375
1482,105214,Dark Desire,2020-07-15,"Married Alma spends a fateful weekend away from home that ignites passion, ends in tragedy and leads her to question the truth about those close to her.",144.815,7.31,4190
1483,31078,Bored to Death,2009-09-20,"Jonathan Ames, a young Brooklyn writer, is feeling lost. He's just gone through a painful break-up, thanks in part to his drinking, can't write his second novel, and carouses too much with his magazine editor. Rather than face reality, Jonathan turns instead to his fantasies — moonlighting as a private detective — because he wants to be a hero and a man of action.",142.239,7.3,210
1484,85853,Perry Mason,2020-06-21,"Set in 1932 Los Angeles, the series focuses on the origin story of famed defense lawyer Perry Mason. Living check-to-check as a low-rent private investigator, Mason is haunted by his wartime experiences in France and suffering the effects of a broken marriage. L.A. is booming while the rest of the country recovers from the Great Depression — but a kidnapping gone very wrong leads to Mason exposing a fractured city as he uncovers the truth of the crime.",487.93,7.309,288
1485,1434,Family Guy,1999-01-31,"Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.",1155.295,7.309,4030
1486,111800,The Old Man,2022-06-16,"Dan Chase absconded from the CIA decades ago and now lives off the grid. When an assassin arrives and tries to take Chase out, the old operative learns that to ensure his future he now must reconcile his past.",231.458,7.308,245
1487,67135,The Exorcist,2016-09-23,Follow the lives of two very different priests tackling one family’s case of terrifying demonic possession.,107.126,7.308,649
1488,63522,F is for Family,2015-12-18,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV.",159.806,7.308,328
1489,78903,Utopia,2020-09-25,A group of young adults who met online are mercilessly hunted by a shadowy deep state organization after they come into possession of a near-mythical cult underground graphic novel.,64.75,7.307,412
1490,75191,The Terror,2018-03-26,A chilling anthology series featuring stories of people in terrifying situations inspired by true historical events.,139.885,7.307,768
1491,86374,War of the Worlds,2019-10-28,"When astronomers detect a transmission from another galaxy, it is definitive proof of intelligent extra-terrestrial life. The world’s population waits for further contact with bated breath. They do not have to wait long. Within days, mankind is all but wiped out by a devastating attack; pockets of humanity are left in an eerily deserted world. As aliens hunt and kill those left alive, the survivors ask a burning question – who are these attackers and why are they hell-bent on our destruction?",96.761,7.306,813
1492,104819,La Jauría,2020-07-10,"Blanca, student leader of the feminist movement in an occupied school, goes missing: hours later, a video of a group raping the girl goes viral. In their aim to find her, a police squad formed by three women puts their lives and that of their families at risk. As they look for Blanca and investigate, they will find out that behind this gender crime there is much more than just one offender.",89.746,7.305,596
1493,81983,Paradise PD,2018-08-31,"An eager young rookie joins the ragtag small-town police force led by his dad as they bumble, squabble and snort their way through a big drug case.",54.404,7.304,306
1494,124124,The Scent of Passion,2021-05-25,,48.273,7.303,346
1495,60699,Marco Polo,2014-12-12,"An epic adventure that follows the early years of the famous explorer as he travels the exotic Silk Road to the great Kublai Khan’s court. But Marco soon finds that navigating the Khan’s world of greed, betrayal, sexual intrigue and rivalry will be his greatest challenge yet, even as he becomes a trusted companion to the Khan in his violent quest to become the Emperor of the World.",73.478,7.302,444
1496,39297,Last Man Standing,2011-10-11,A married father of three tries to maintain his manliness in a world increasingly dominated by women.,1651.046,7.3,294
1497,94951,Mythic Quest,2020-02-07,"Meet the team behind the biggest multiplayer video game of all time. But in a workplace focused on building worlds, molding heroes, and creating legends, the most hard-fought battles don’t occur in the game—they happen in the office.",250.744,7.297,279
1498,67133,MacGyver,2016-09-23,20-something Angus MacGyver creates a clandestine organization where he uses his knack for solving problems in unconventional ways to help prevent disasters from happening.,865.085,7.297,861
1499,424,Torchwood,2006-10-22,"The exploits a team of people whose job is to investigate the unusual, the strange and the extraterrestrial.",91.261,7.297,457
1500,424,Torchwood,2006-10-22,"The exploits a team of people whose job is to investigate the unusual, the strange and the extraterrestrial.",91.261,7.297,457
1501,84452,Nicky Jam: El Ganador,2018-11-30,Follow Reggaeton artist Nicky Jam's struggles to overcome drug addiction and rise to international success in this dramatization of his life story.,40.063,7.296,523
1502,79622,Hunters,2020-02-20,A diverse band of Nazi Hunters living in 1977 New York City discover that hundreds of high ranking Nazi officials are living among us and conspiring to create a Fourth Reich in the U.S. The eclectic team of Hunters set out on a bloody quest to bring the Nazis to justice and thwart their new genocidal plans.,267.467,7.296,509
1503,122530,Panic,2021-05-27,"In the forgotten town of Carp, Texas, Panic is the only way out. Every summer the graduating seniors risk their lives competing in a series of challenges for the chance to win life-changing money. After the death of two players the stakes—and danger—have never been higher.",88.302,7.295,234
1504,60905,Salem,2014-04-20,"Set in the volatile world of 17th century Massachusetts, 'Salem' explores what really fueled the town's infamous witch trials and dares to uncover the dark, supernatural truth hiding behind the veil of this infamous period in American history. In Salem, witches are real, but they are not who or what they seem.",75.153,7.294,286
1505,61381,black-ish,2014-09-24,"A family man struggles to gain a sense of cultural identity while raising his kids in a predominantly white, upper-middle-class neighborhood.",692.861,7.3,277
1506,12965,María la del Barrio,1995-08-14,"A brave, poor young girl is welcomed into a rich family and develops a romance with their misogynist youngest son, driving a woman already in love with him to go to great lengths to destroy their relationship.",58.62,7.3,536
1507,2405,Johnny Bravo,1997-07-07,"Johnny Bravo tells the story of a biceps-bulging, karate-chopping free spirit who believes he is a gift from God to the women of the earth. Unfortunately for Johnny, everyone else sees him as a narcissistic Mama's boy with big muscles and even bigger hair. In short, he is the quintessential guy who 'just doesn't get it.' No matter what he does, or where he finds himself, he always winds up being his own worst enemy.",422.906,7.291,536
1508,734,"Magnum, P.I.",1980-12-11,"A private investigator who works when he wants, lives in a beachfront estate in Hawaii, drives a posh Ferrari, runs up an unlimited tab at a swank bar, and charms attractive women in peril - that's the lifestyle of Thomas Magnum, aka Magnum, P.I.",315.86,7.289,336
1509,79611,Charmed,2018-10-14,"Set in the fictional college town of Hilltowne, Charmed follows the lives of three sisters, Macy, Mel and Maggie Vera who, after the tragic death of their mother, discover they are three of the most powerful witches of all time.",615.769,7.288,394
1510,81146,Rosario Tijeras,2010-07-23,,33.705,7.286,944
1511,11279,GANTZ,2004-04-13,"If you are chosen by the bizarre black sphere known as the Gantz, you are already dead—yet you might be able to reclaim your mortality. First, the Gantz demands that you undertake brutal missions of madness, killing aliens hidden among the population. It is your only chance and you have no choice. You must play this disturbing game. And if you die again—and you likely will—it’s permanent.",241.448,7.3,236
1512,64433,Shades of Blue,2016-01-07,"Sexy New York detective and single mother Harlee Santos fell in with a tight-knit group of dirty cops, taking bribes and protection money that she uses to provide the best life for her honest, talented daughter. But when she's trapped by the FBI and forced to inform on her own ""brothers,"" she'll have to walk the fine line between love, loyalty, honor and betrayal, and try to keep it together for her daughter's future.",343.507,7.3,246
1513,28379,The Diary of Anne Frank,2009-01-05,Five-part adaptation of Anne Frank's famous wartime diaries in which a young teenager and her family go into hiding from the Nazis in wartime Amsterdam.,101.333,7.283,350
1514,210232,The Watcher,2022-10-13,"A family moves into their suburban dream home, only to discover they've inherited a nightmare.",217.131,7.282,511
1515,68202,Call Me Bruna,2016-10-08,"Raquel is a girl, adopted by an upper-middle-class family, who rebelled at 17 and left her family and studies at a traditional college in São Paulo to become a prostitute.",30.206,7.3,375
1516,61599,The Librarians,2014-12-07,"A group of librarians set off on adventures in an effort to save mysterious, ancient artifacts. Based on the series of ""The Librarian"" movies.",379.907,7.3,413
1517,1940,Entourage,2004-07-18,Film star Vince Chase navigates the vapid terrain of Los Angeles with a close circle of friends and his trusty agent.,234.052,7.28,478
1518,83949,Treadstone,2019-10-15,"The Treadstone project, having created super spy Jason Bourne, turns its attention on a new protocol to develop unstoppable superhuman assassins.",234.604,7.279,222
1519,67116,Lethal Weapon,2016-09-21,A slightly unhinged former Navy SEAL lands a job as a police officer in Los Angeles where he's partnered with a veteran detective trying to keep maintain a low stress level in his life.,752.607,7.278,663
1520,43284,María Isabel,1997-08-04,"Native American girl Maria Isabel makes friends with Graciela, a rich white girl, despite Graciela's father's opposition; their friendship lasts into their adulthood.",34.149,7.277,271
1521,58457,Los Tres Caines,2013-03-04,"The Castaño Gil family was a prosperous family of cattle ranchers whose son and eldest brother Fidel has made a great fortune. The Castaño family is marked the day Jesus Alberto Castaño, patriarch of the family, is kidnapped and killed by the FARC. From that moment on, the brothers Fidel, Vicente and Carlos are determined to put an end to the guerrilla and gradually form the largest army of the self-defense groups, which ends up increasing the armed conflict in Colombia, but whose axis of the plot is the betrayal between the three brothers that will tempt them to want to kill each other.",9.108,7.276,217
1522,99509,Freud,2020-03-15,"Eager to make his name in 19th-century Vienna, a hungry young Sigmund Freud joins a psychic and an inspector to solve a string of bloody mysteries.",25.175,7.274,248
1523,79026,The Protector,2018-12-14,"The epic adventure of Hakan, a young shopkeeper whose modern world gets turned upside down when he learns he’s connected to a secret, ancient order, tasked with protecting Istanbul.",56.605,7.253,405
1524,35527,La tormenta,2005-09-19,"La Tormenta is a Colombian 2005 telenovela produced by RTI Colombia and broadcast by Telemundo and Caracol TV, starring Natalia Streignard and Christian Meier.

Maria Teresa is a woman accustomed to living in the city, but she has to move to live at ‘La Tormenta’, her family’s estate, to try to save her family from financial ruin. The family is facing economic problems and she thinks La Tormenta will save them from bankruptcy.",42.445,7.3,306
1525,129495,Clickbait,2021-08-25,"When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",69.09,7.272,298
1526,496,Family Ties,1982-09-22,"Former 1960s flower children Steven and Elyse Keaton raise their conservative son Alex, daughters Mallory and Jennifer, and later, youngest child Andrew.",259.75,7.3,206
1527,14956,Dollhouse,2009-02-13,"Echo is a member of a highly illegal and underground group of individuals whose personalities have been wiped clean so they can be imprinted with any number of new personas. Confined between missions to a secret facility known as the Dollhouse, the ""Actives"" are hired by the wealthy, powerful and connected to wholly become—with mind, personality and physiology—whomever the client wants or needs them to be. They know no other life than the specific engagements they are in at that time—or do they?",623.27,7.27,402
1528,2263,Friday the 13th: The Series,1987-10-03,Micki and Ryan with the help of their friend Jack try to recover cursed antiques so they can store them in safety inside the antique store's vault.,166.289,7.27,217
1529,104555,The Great Heist,2020-08-14,"Based on the 1994 robbery of US$33 million from Colombia's central bank, which turned the country upside down.",11.413,7.3,594
1530,70573,GLOW,2017-06-23,"In 1980s LA, a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling.",283.885,7.268,328
1531,7831,Dead Set,2008-10-27,"Zombies are rampaging throughout Britain. Blissfully unaware of gory events outside, the Big Brother housemates are in for the ultimate eviction night...",43.824,7.266,258
1532,81357,Dead to Me,2019-05-03,A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,316.477,7.265,451
1533,127571,The War Next-door,2021-07-07,"When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.",21.301,7.263,264
1534,66190,Marvel's Cloak & Dagger,2018-06-07,Two teenagers from very different backgrounds awaken to newly acquired superpowers which mysteriously link them to one another.,136.303,7.3,555
1535,83125,Cursed,2020-07-16,"In this fresh take on the Arthurian legend, teenager Nimue joins forces with mercenary Arthur on a quest to find Merlin and deliver an ancient sword.",31.293,7.257,865
1536,79048,La Prepago,2013-06-19,La Prepago is about a woman living a double life: one as a beautiful university student with a normal love life from a traditional family; the other as a high-class escort who is paid for companionship and to satisfy the sexual appetites of men.,12.05,7.257,214
